product_id,product_title,rating,total_reviews,price,top_reviews
itm70d1f331ebbac,"Samsung Galaxy S25 5G (Silver Shadow, 256 GB)",4.6,278,"₹74,999","5 Brilliant Amazing Camera , performance and software optimisation. Full Power Packed Smartphone. READ MORE frontech ecam Certified Buyer , Indore 7 months ago 525 126 Permalink Report Abuse || 5 Fabulous! Just loving it. the mobile in hand feels very nice. very good user interface. Battery and Camera not upto the mark. Performance is Excellent.. READ MORE Sai Krishna Kumar Certified Buyer , Chennai 6 months ago 101 22 Permalink Report Abuse"
